"date","home.team","home.score","away.team","away.score","venue","home.adv","away.adv","surface"
2012-11-10,"NSC Dynamo B00",1,"Newport FC Cosmos B00",0,"NPSL D2","home","away","Unk"
2012-11-10,"Seattle United W White B00",0,"Seattle United NE Blue B00",1,"NPSL D2","home","away","Unk"
2012-11-10,"Columbia River Utd Man U B00",2,"United SA Panthers B00",1,"OPL Directors Cup Gold","neutral","neutral","Unk"
2012-11-10,"NEU Rangers B00",1,"OSA Thunder B00",1,"OPL Directors Cup Gold","neutral","neutral","Turf"
2012-11-10,"CFC United B00",1,"PCU Red B00",3,"OPL Directors Cup Gold","neutral","neutral","Unk"
2012-11-10,"Lake Oswego SC Cyclones B00",4,"FC West Halcones B00",1,"OPL Directors Cup Gold","neutral","neutral","Turf"
2012-11-10,"Westside Timbers Samba B00",3,"Columbia River Utd Man U B00",3,"OPL Directors Cup Gold","neutral","neutral","Unk"
2012-11-10,"Westside Timbers Mundial B00",2,"Corvallis United Reign B00",3,"OPL Directors Cup Gold","neutral","neutral","Unk"
2012-11-10,"HSC Lokomotiv B00",3,"RPSC Halcones B00",6,"OPL Directors Cup Silver","neutral","neutral","Unk"
2012-11-10,"Westside Timbers Copa TS B00",1,"OSA Lightning B00",0,"OPL Directors Cup Silver","neutral","neutral","Turf"
2012-11-10,"Oregon City Legacy B00",1,"EMFC Rovers White B00",1,"OPL Directors Cup Silver","neutral","neutral","Unk"
2012-11-10,"FC Portland White B00",2,"WUSC Boca Jrs. B00",0,"OPL Directors Cup Silver","neutral","neutral","Unk"
2012-11-11,"ISC Gunners B B00",0,"Wenatchee Fire Black B00",0,"PSPL Classic","home","away","Turf"
2012-11-11,"KVJSA Ellensburg FC B00",2,"NK Ballistic B00",1,"PSPL Classic","home","away","Turf"
2012-11-11,"San Carlos Chivas B00",2,"Pumas (Mossyrock) B00",0,"PSPL Classic","home","away","Grass"
2012-11-11,"NW United Martin B00",2,"Cobra Aguilitas B00",1,"PSPL WSPL","home","away","Unk"
2012-11-11,"Tynecastle FC Outliers B00",1,"Normandy Park FC White B00",3,"PSPL WSPL","home","away","Turf"
2012-11-11,"FC Alliance A B00",2,"SSC Shadow A B00",0,"RCL D1","home","away","Turf"
2012-11-11,"Crossfire Premier A B01",1,"Eastside FC Red B00",7,"RCL D1","home","away","Turf"
2012-11-11,"Seattle United Copa B00",3,"WA Rush Nike B00",0,"RCL D1","home","away","Turf"
2012-11-11,"Westsound FC Red B00",0,"PacNW Maroon B00",8,"RCL D2","home","away","Turf"
2012-11-11,"WPFC White B00",0,"Eastside FC White B00",3,"RCL D2","home","away","Grass"
2012-11-11,"WA Rush Swoosh B00",4,"Crossfire Premier D B00",0,"RCL D4","home","away","Turf"
2012-11-11,"WPFC Navy B00",2,"Blackhills FC Black B00",2,"RCL D4","home","away","Turf"
2012-11-11,"FC Alliance C B00",1,"Eastside FC Grey B00",1,"RCL D4","home","away","Turf"
2012-11-11,"SSC Shadow B B00",2,"Snohomish United Red B00",3,"RCL D4","home","away","Grass"
2012-11-11,"Westside Timbers Mundial B00",2,"CFC United B00",2,"OPL Directors Cup Gold","neutral","neutral","Unk"
2012-11-11,"PCU Red B00",0,"NEU Rangers B00",2,"OPL Directors Cup Gold","neutral","neutral","Unk"
2012-11-11,"OSA Thunder B00",1,"Corvallis United Reign B00",2,"OPL Directors Cup Gold","neutral","neutral","Turf"
2012-11-11,"Columbia River Utd Man U B00",3,"FC West Halcones B00",1,"OPL Directors Cup Gold","neutral","neutral","Unk"
2012-11-11,"Westside Timbers Samba B00",1,"United SA Panthers B00",2,"OPL Directors Cup Gold","neutral","neutral","Unk"
2012-11-11,"OSA Thunder B00",6,"Westside Timbers Mundial B00",2,"OPL Directors Cup Gold","neutral","neutral","Turf"
2012-11-11,"PCU Red B00",3,"Corvallis United Reign B00",0,"OPL Directors Cup Gold","neutral","neutral","Unk"
2012-11-11,"Eastside Timbers Black B00",2,"OSA Lightning B00",0,"OPL Directors Cup Silver","neutral","neutral","Unk"
2012-11-11,"Westside Timbers Copa TS B00",1,"Oregon City Legacy B00",1,"OPL Directors Cup Silver","neutral","neutral","Turf"
2012-11-11,"OSA Lightning B00",0,"EMFC Rovers White B00",3,"OPL Directors Cup Silver","neutral","neutral","Turf"
2012-11-12,"Magnuson Ford Mariners FC 2000B",2,"Mountain United 2000B",0,"BCSPL","home","away","Unk"
2012-11-17,"SCORE Eagles Red B00",0,"Nortac Colibri B00",5,"D3 Gold","home","away","Unk"
2012-11-17,"Nortac Cosmos B00",4,"WS Tecos B00",0,"D3 Gold","home","away","Unk"
2012-11-17,"Storm King B00",1,"UPSC Eagles B00",0,"D3 Gold","home","away","Unk"
2012-11-17,"WS Panthers B00",6,"Tacoma United Milan B00",1,"D3 S1","home","away","Unk"
2012-11-17,"SK Eagles White B00",2,"TUSK Vipers B00",6,"D3 S1","home","away","Unk"
2012-11-17,"Kent United White B00",1,"Sparta Red B00",2,"D3 S1","home","away","Unk"
2012-11-17,"TC United B00",2,"FWFC Sharks B00",1,"D3 S1","home","away","Unk"
2012-11-17,"Sparta White B00",0,"UPSC Lightning B00",3,"D3 S2","home","away","Unk"
2012-11-17,"FWFC Kempton B00",0,"Impact FC Black B00",3,"D3 S2","home","away","Unk"
2012-11-17,"PSC Wolverines B00",1,"FME Xtreme B00",2,"D3 S2","home","away","Unk"
2012-11-17,"BIFC White B00",2,"WH Team Grantham B00",2,"D3 S3","home","away","Unk"
2012-11-17,"SCORE Eagles White B00",2,"FC Kent Black B00",1,"D3 S3","home","away","Unk"
2012-11-17,"SGESC Fusion Raptors B00",2,"FWFC Houston B00",1,"D3 S3","home","away","Unk"
2012-11-17,"Tynecastle FC B00",4,"NK Ballistic B00",1,"PSPL Classic","home","away","Turf"
2012-11-17,"ISC Gunners B B00",2,"KVJSA Ellensburg FC B00",3,"PSPL Classic","home","away","Unk"
2012-11-17,"Pumas (Mossyrock) B00",6,"Desna SC B00",2,"PSPL Classic","home","away","Grass"
2012-11-17,"MVP Rapids Navy B00",3,"Islander FC B00",1,"PSPL Copa","home","away","Turf"
2012-11-17,"NW United Martin B00",1,"ISC Gunners A B00",4,"PSPL WSPL","home","away","Unk"
2012-11-17,"Normandy Park FC White B00",2,"Central WA SA Navy B00",4,"PSPL WSPL","home","away","Unk"
2012-11-17,"WA Rush Nike B00",1,"Seattle United Copa B00",1,"RCL D1","home","away","Turf"
2012-11-17,"WPFC Black B00",5,"SSC Shadow A B00",0,"RCL D1","home","away","Turf"
2012-11-17,"Eastside FC White B00",2,"NWN Red B00",0,"RCL D2","home","away","Turf"
2012-11-17,"Highline Premier Blue B00",2,"PacNW Maroon B00",3,"RCL D2","home","away","Turf"
2012-11-17,"Snohomish United Black B00",4,"Westsound FC Red B00",0,"RCL D2","home","away","Turf"
2012-11-17,"WPFC White B00",0,"Seattle United Tango B00",2,"RCL D2","home","away","Turf"
2012-11-17,"Harbor Premier Select B00",0,"Crossfire Premier C B00",0,"RCL D3","home","away","Turf"
2012-11-17,"Whatcom Rangers Gold B00",1,"Seattle United Samba B00",0,"RCL D3","home","away","Turf"
2012-11-17,"Sun City Strikers Red B00",2,"PacNW Blue B00",1,"RCL D3","home","away","Grass"
2012-11-17,"Eastside FC Blue B00",0,"3 Rivers Black B00",2,"RCL D3","home","away","Turf"
2012-11-17,"FWFC Blue B00",0,"FC Alliance B B00",1,"RCL D3","home","away","Turf"
2012-11-17,"WPFC Navy B00",2,"Snohomish United Red B00",2,"RCL D4","home","away","Turf"
2012-11-17,"SSC Shadow B B00",6,"FC Alliance C B00",0,"RCL D4","home","away","Grass"
2012-11-17,"Eastside FC Grey B00",4,"Crossfire Premier D B00",2,"RCL D4","home","away","Turf"
2012-11-17,"Seattle United S Blue B00",2,"WPFC Fury Black B00",4,"NPSL D1","home","away","Unk"
2012-11-17,"Crossfire Select Greenwalt B00",4,"Mercer Island FC Gunners B00",1,"NPSL D1","home","away","Unk"
2012-11-17,"BYSC Select Cochran B00",0,"BIFC Blue B00",1,"NPSL D1","home","away","Unk"
2012-11-17,"Crossfire Select Merrick B00",0,"Seattle United S Black B00",0,"NPSL D1","home","away","Unk"
2012-11-17,"Seattle United S White B00",1,"Seattle United NE Blue B00",4,"NPSL D2","home","away","Unk"
2012-11-17,"NSC Dynamo B00",2,"Highline Select B00",2,"NPSL D2","home","away","Unk"
2012-11-17,"Seattle United W Blue B00",0,"Seattle United W White B00",2,"NPSL D2","home","away","Unk"
2012-11-17,"Newport FC Cosmos B00",3,"NSC Impact B00",5,"NPSL D2","home","away","Unk"
2012-11-17,"Lake Hills Fury B00",1,"Crossfire Select Button B00",2,"NPSL D2","home","away","Unk"
2012-11-17,"Seattle United Shoreline Blue B00",6,"ISC Arsenal Red B00",1,"NPSL D2","home","away","Unk"
2012-11-17,"Lake Oswego SC Cyclones B00",2,"Corvallis United Reign B00",5,"OPL Directors Cup Gold","neutral","neutral","Unk"
2012-11-17,"PCU Red B00",2,"Columbia River Utd Man U B00",3,"OPL Directors Cup Gold","neutral","neutral","Unk"
2012-11-17,"Westside Timbers Copa TS B00",2,"FC Portland White B00",3,"OPL Directors Cup Silver","neutral","neutral","Unk"
2012-11-17,"RPSC Halcones B00",4,"EMFC Rovers White B00",0,"OPL Directors Cup Silver","neutral","neutral","Unk"
2012-11-18,"San Carlos Chivas B00",3,"RSA Elite Diamondbacks B00",2,"PSPL Classic","home","away","Grass"
2012-11-18,"ISC Gunners C B00",1,"MRFC Blue B00",6,"PSPL Copa","home","away","Turf"
2012-11-18,"Cascade FC Green B00",0,"Normandy Park FC White B00",1,"PSPL WSPL","home","away","Turf"
2012-11-18,"WA Rush Nike B00",1,"SSC Shadow A B00",1,"RCL D1","home","away","Turf"
2012-11-18,"NWN Red B00",1,"Eastside FC White B00",2,"RCL D2","home","away","Turf"
2012-11-18,"FC Alliance B B00",0,"FWFC Blue B00",2,"RCL D3","home","away","Turf"
2012-11-18,"Blackhills FC Black B00",4,"Crossfire Premier D B00",0,"RCL D4","home","away","Turf"
2012-11-18,"SSC Shadow B B00",3,"Slammers Orange B00",1,"RCL D4","home","away","Grass"
2012-11-18,"Columbia River Utd Man U B00",3,"Corvallis United Reign B00",5,"OPL Directors Cup Gold","neutral","neutral","Unk"
2012-11-18,"FC Portland White B00",3,"RPSC Halcones B00",2,"OPL Directors Cup Silver","neutral","neutral","Unk"
2012-11-24,"FC Edmonds Fury B00",2,"NSC Impact B00",2,"NPSL D2","home","away","Unk"
2012-11-24,"RSA Elite Diamondbacks B00",0,"Crossfire Select Greenwalt B00",0,"Cranberry Gold","neutral","neutral","Turf"
2012-11-24,"FC Edmonds Fury B00",2,"Columbia United Hermiston Heat B00",0,"Cranberry Gold","neutral","neutral","Turf"
2012-11-24,"RSA Elite Diamondbacks B00",1,"FC Edmonds Fury B00",2,"Cranberry Gold","neutral","neutral","Turf"
2012-11-24,"Columbia United Hermiston Heat B00",1,"Crossfire Select Greenwalt B00",6,"Cranberry Gold","neutral","neutral","Turf"
2012-11-24,"Fuerza FC Academy B00",1,"Lake Hills Fury B00",1,"Cranberry Silver","neutral","neutral","Turf"
2012-11-24,"NSC Dynamo B00",5,"Mayhem B00",0,"Cranberry Silver","neutral","neutral","Turf"
2012-11-24,"Fuerza FC Academy B00",1,"NSC Dynamo B00",2,"Cranberry Silver","neutral","neutral","Turf"
2012-11-24,"Mayhem B00",0,"Lake Hills Fury B00",3,"Cranberry Silver","neutral","neutral","Turf"
2012-11-25,"RSA Elite Diamondbacks B00",5,"Columbia United Hermiston Heat B00",0,"Cranberry Gold","neutral","neutral","Turf"
2012-11-25,"Crossfire Select Greenwalt B00",1,"FC Edmonds Fury B00",0,"Cranberry Gold","neutral","neutral","Turf"
2012-11-25,"Crossfire Select Greenwalt B00",3,"FC Edmonds Fury B00",0,"Cranberry Gold","neutral","neutral","Turf"
2012-11-25,"Fuerza FC Academy B00",3,"Mayhem B00",3,"Cranberry Silver","neutral","neutral","Turf"
2012-11-25,"Lake Hills Fury B00",2,"NSC Dynamo B00",3,"Cranberry Silver","neutral","neutral","Turf"
2012-11-25,"NSC Dynamo B00",1,"Lake Hills Fury B00",0,"Cranberry Silver","neutral","neutral","Turf"
2012-12-01,"WPFC Black B00",1,"Crossfire Premier A B00",2,"NWCL","neutral","neutral","Turf"
2012-12-01,"Mountain United 2000B",3,"Boise Nationals B00",2,"NWCL","neutral","neutral","Turf"
2012-12-01,"Nortac Colibri B00",5,"UPSC Eagles B00",0,"D3 Gold","home","away","Unk"
2012-12-01,"WS Tecos B00",3,"Storm King B00",5,"D3 Gold","home","away","Unk"
2012-12-01,"SCORE Eagles Red B00",2,"Nortac Cosmos B00",2,"D3 Gold","home","away","Unk"
2012-12-01,"Sparta Red B00",1,"SK Eagles White B00",2,"D3 S1","home","away","Unk"
2012-12-01,"WS Panthers B00",5,"TC United B00",0,"D3 S1","home","away","Unk"
2012-12-01,"TUSK Vipers B00",1,"Kent United White B00",1,"D3 S1","home","away","Unk"
2012-12-01,"Tacoma United Milan B00",2,"FWFC Sharks B00",3,"D3 S1","home","away","Unk"
2012-12-01,"FME Xtreme B00",3,"UPSC Lightning B00",0,"D3 S2","home","away","Unk"
2012-12-01,"PSC Wolverines B00",1,"FWFC Kempton B00",1,"D3 S2","home","away","Unk"
2012-12-01,"Impact FC Black B00",1,"Sparta White B00",2,"D3 S2","home","away","Unk"
2012-12-01,"SGESC Fusion Raptors B00",1,"SCORE Eagles White B00",2,"D3 S3","home","away","Unk"
2012-12-01,"FWFC Thunder B00",3,"BIFC White B00",2,"D3 S3","home","away","Unk"
2012-12-01,"FWFC Houston B00",5,"FC Kent Black B00",0,"D3 S3","home","away","Unk"
2012-12-01,"Tynecastle FC B00",3,"RSA Elite Diamondbacks B00",4,"PSPL Classic","home","away","Turf"
2012-12-01,"Silver FC B00",0,"Normandy Park FC Blue B00",11,"PSPL Copa","home","away","Unk"
2012-12-01,"ISC Gunners C B00",1,"MVP Rapids Navy B00",6,"PSPL Copa","home","away","Turf"
2012-12-01,"Silver FC B00",0,"Fuerza FC Academy B00",8,"PSPL Copa","home","away","Unk"
2012-12-01,"Islander FC B00",2,"Normandy Park FC Blue B00",3,"PSPL Copa","home","away","Turf"
2012-12-01,"NW United Martin B00",1,"Tynecastle FC Outliers B00",3,"PSPL WSPL","home","away","Grass"
2012-12-01,"FC Alliance A B00",1,"Eastside FC Red B00",0,"RCL D1","home","away","Turf"
2012-12-01,"Seattle United Copa B00",6,"Crossfire Premier B B00",0,"RCL D1","home","away","Turf"
2012-12-01,"PacNW Maroon B00",4,"WPFC White B00",3,"RCL D2","home","away","Grass"
2012-12-01,"NWN Red B00",1,"Highline Premier Blue B00",6,"RCL D2","home","away","Turf"
2012-12-01,"Seattle United Tango B00",3,"Snohomish United Black B00",3,"RCL D2","home","away","Turf"
2012-12-01,"3 Rivers Black B00",2,"Seattle United Samba B00",1,"RCL D3","home","away","Grass"
2012-12-01,"Eastside FC Blue B00",1,"Harbor Premier Select B00",4,"RCL D3","home","away","Turf"
2012-12-01,"PacNW Blue B00",1,"FC Alliance B B00",5,"RCL D3","home","away","Turf"
2012-12-01,"Crossfire Premier D B00",0,"FC Alliance C B00",0,"RCL D4","home","away","Turf"
2012-12-01,"Snohomish United Red B00",1,"SSC Shadow B B00",4,"RCL D4","home","away","Turf"
2012-12-01,"WA Rush Swoosh B00",2,"Blackhills FC Black B00",1,"RCL D4","home","away","Turf"
2012-12-01,"WPFC Fury Black B00",3,"Kent United Green B00",0,"NPSL D1","home","away","Unk"
2012-12-01,"BIFC Blue B00",4,"Crossfire Select Merrick B00",0,"NPSL D1","home","away","Unk"
2012-12-01,"BYSC Select Cochran B00",0,"Crossfire Select Greenwalt B00",1,"NPSL D1","home","away","Unk"
2012-12-01,"Mercer Island FC Gunners B00",3,"Seattle United S Blue B00",5,"NPSL D1","home","away","Unk"
2012-12-01,"Seattle United W Blue B00",3,"Seattle United Shoreline Blue B00",1,"NPSL D2","home","away","Unk"
2012-12-01,"Seattle United W White B00",1,"Lake Hills Fury B00",1,"NPSL D2","home","away","Unk"
2012-12-01,"Seattle United NE Blue B00",3,"Crossfire Select Button B00",5,"NPSL D2","home","away","Unk"
2012-12-01,"Highline Select B00",0,"FC Edmonds Fury B00",8,"NPSL D2","home","away","Unk"
2012-12-01,"ISC Arsenal Red B00",0,"Newport FC Cosmos B00",4,"NPSL D2","home","away","Unk"
2012-12-02,"Mountain United 2000B",1,"Crossfire Premier A B00",4,"NWCL","neutral","neutral","Turf"
2012-12-02,"Fuerza FC Academy B00",0,"Normandy Park FC Blue B00",5,"PSPL Copa","home","away","Turf"
2012-12-02,"SSC Shadow A B00",2,"Eastside FC Red B00",1,"RCL D1","home","away","Turf"
2012-12-02,"Whatcom Rangers Gold B00",0,"PacNW Blue B00",1,"RCL D3","home","away","Turf"
2012-12-02,"Slammers Orange B00",5,"SSC Shadow B B00",0,"RCL D4","home","away","Turf"
2012-12-05,"FC Alliance A B00",3,"Crossfire Premier B B00",0,"RCL D1","home","away","Turf"
2012-12-07,"Slammers Orange B00",3,"WA Rush Swoosh B00",0,"RCL D4","home","away","Turf"
2012-12-07,"Impact FC Black B00",4,"WS Tecos B00",2,"Jack Frost Tournament","neutral","neutral","Turf"
2012-12-08,"FC Kent Black B00",0,"BIFC White B00",5,"D3 S3","home","away","Unk"
2012-12-08,"FWFC Thunder B00",0,"SGESC Fusion Raptors B00",1,"D3 S3","home","away","Unk"
2012-12-08,"WH Team Grantham B00",3,"FWFC Houston B00",0,"D3 S3","home","away","Unk"
2012-12-08,"Desna SC B00",1,"NK Ballistic B00",2,"PSPL Classic","home","away","Turf"
2012-12-08,"MVP Rapids Navy B00",10,"Silver FC B00",1,"PSPL Copa","home","away","Unk"
2012-12-08,"MRFC Blue B00",4,"Fuerza FC Academy B00",0,"PSPL Copa","home","away","Unk"
2012-12-08,"Normandy Park FC Blue B00",2,"ISC Gunners C B00",1,"PSPL Copa","home","away","Turf"
2012-12-08,"Crossfire Premier B B00",0,"WPFC Black B00",3,"RCL D1","home","away","Turf"
2012-12-08,"WA Rush Nike B00",1,"Crossfire Premier A B01",1,"RCL D1","home","away","Turf"
2012-12-08,"Eastside FC Red B00",2,"Seattle United Copa B00",0,"RCL D1","home","away","Turf"
2012-12-08,"Seattle United Samba B00",0,"Whatcom Rangers Gold B00",2,"RCL D3","home","away","Turf"
2012-12-08,"Sun City Strikers Red B00",1,"Crossfire Premier C B00",3,"RCL D3","home","away","Grass"
2012-12-08,"Crossfire Premier D B00",0,"Snohomish United Red B00",2,"RCL D4","home","away","Turf"
2012-12-08,"WA Rush Swoosh B00",2,"FC Alliance C B00",1,"RCL D4","home","away","Turf"
2012-12-08,"BIFC Blue B00",6,"Mercer Island FC Gunners B00",0,"NPSL D1","home","away","Unk"
2012-12-08,"Kent United Green B00",1,"Seattle United S Blue B00",0,"NPSL D1","home","away","Unk"
2012-12-08,"Crossfire Select Merrick B00",0,"Crossfire Select Greenwalt B00",1,"NPSL D1","home","away","Unk"
2012-12-08,"Seattle United S Black B00",0,"WPFC Fury Black B00",1,"NPSL D1","home","away","Unk"
2012-12-08,"Seattle United NE Blue B00",1,"Seattle United Shoreline Blue B00",1,"NPSL D2","home","away","Unk"
2012-12-08,"Highline Select B00",0,"ISC Arsenal Red B00",3,"NPSL D2","home","away","Unk"
2012-12-08,"Crossfire Select Button B00",0,"Seattle United W Blue B00",1,"NPSL D2","home","away","Unk"
2012-12-08,"FC Edmonds Fury B00",4,"Newport FC Cosmos B00",2,"NPSL D2","home","away","Unk"
2012-12-08,"Highline Premier Blue B00",5,"WS Tecos B00",0,"Jack Frost Tournament","home","away","Turf"
2012-12-08,"Impact FC Black B00",2,"SK United Eagles (unk) B00",2,"Jack Frost Tournament","neutral","neutral","Turf"
2012-12-08,"WS Tecos B00",1,"UPSC Lightning B00",1,"Jack Frost Tournament","neutral","neutral","Turf"
2012-12-08,"Highline Premier Blue B00",0,"Impact FC Black B00",1,"Jack Frost Tournament","home","away","Turf"
2012-12-08,"UPSC Lightning B00",0,"Highline Premier Blue B00",3,"Jack Frost Tournament","away","home","Turf"
2012-12-09,"WPFC Black B00",2,"FC Alliance A B00",0,"RCL D1","home","away","Turf"
2012-12-09,"3 Rivers Black B00",2,"Crossfire Premier C B00",3,"RCL D3","home","away","Grass"
2012-12-09,"Highline Premier Blue B00",8,"SK United Eagles (unk) B00",0,"Jack Frost Tournament","home","away","Turf"
2012-12-09,"Highline Premier Blue B00",5,"Impact FC Black B00",1,"Jack Frost Tournament","home","away","Turf"
2012-12-15,"Fuerza FC Academy B00",NaN,"MVP Rapids Navy B00",NaN,"PSPL Copa","home","away","Unk"
2012-12-15,"Normandy Park FC Blue B00",NaN,"Silver FC B00",NaN,"PSPL Copa","home","away","Turf"
2012-12-15,"MRFC Blue B00",NaN,"Islander FC B00",NaN,"PSPL Copa","home","away","Unk"
2012-12-15,"WA Rush Nike B00",1,"WPFC Black B00",2,"RCL D1","home","away","Turf"
2012-12-15,"BYSC Select Cochran B00",2,"Seattle United S Black B00",0,"NPSL D1","home","away","Unk"
2012-12-15,"Mercer Island FC Gunners B00",0,"Kent United Green B00",2,"NPSL D1","home","away","Unk"
2012-12-15,"Crossfire Select Button B00",8,"Seattle United W White B00",0,"NPSL D2","home","away","Unk"
2012-12-15,"Seattle United S White B00",1,"Seattle United Shoreline Blue B00",3,"NPSL D2","home","away","Unk"
2012-12-15,"Seattle United W Blue B00",2,"Lake Hills Fury B00",0,"NPSL D2","home","away","Unk"
2012-12-15,"NSC Dynamo B00",1,"ISC Arsenal Red B00",0,"NPSL D2","home","away","Unk"
2012-12-15,"Seattle United NE Blue B00",4,"WSA Barcelona B00",0,"Founders A","home","away","Unk"
2012-12-15,"Crossfire Select Button B00",6,"Storm King B00",0,"Founders A","home","away","Unk"
2012-12-15,"Seattle United Shoreline Blue B00",0,"BYSC Select Cochran B00",2,"Founders B","home","away","Unk"
2012-12-15,"Nortac Cosmos B00",4,"Crossfire Select Greenwalt B00",1,"Founders C","home","away","Unk"
2012-12-15,"Impact FC Black B00",0,"Seattle United S Black B00",2,"Founders C","home","away","Unk"
2012-12-15,"TC United B00",0,"Sparta Red B00",2,"Founders D","home","away","Unk"
2012-12-15,"Crossfire Select Merrick B00",3,"Seattle United S Blue B00",2,"Founders D","home","away","Unk"
2012-12-15,"Seattle United S White B00",0,"Vancouver Timbers Rojo B00",5,"Founders E","home","away","Unk"
2012-12-15,"Newport FC Cosmos B00",0,"FC Edmonds Fury B00",4,"Founders E","home","away","Unk"
2012-12-15,"Kent United White B00",2,"WSA Inter B00",0,"Founders F","home","away","Unk"
2012-12-15,"Seattle United W Blue B00",3,"SK Eagles White B00",0,"Founders F","home","away","Unk"
2012-12-15,"Lake Hills Fury B00",1,"Seattle United W White B00",1,"Founders G","home","away","Unk"
